doi;coo_authors;year
;Jonathan S. Rosenfeld, Jonathan Frankle, Michael Carbin, Nir Shavit;2020
10.48550/ARXIV.2303.06480;Xingyu Liu, Alex Leonardi, Lu Yu, Chris Gilmer-Hill, Matthew L. Leavitt, Jonathan Frankle;2023
10.1145/3511265.3550446;A. Feder Cooper, Jonathan Frankle, Christopher De Sa;2022
;Tiffany J. Vlaar, Jonathan Frankle;2022
10.48550/ARXIV.2204.08377;Andi Peng, Jessica Zosa Forde, Yonadav Shavit, Jonathan Frankle;2022
10.48550/ARXIV.2206.00832;Jacob Portes, Davis W. Blalock, Cory Stephenson, Jonathan Frankle;2022
10.48550/ARXIV.2206.01278;Mansheej Paul, Brett W. Larsen, Surya Ganguli, Jonathan Frankle, Gintare Karolina Dziugaite;2022
10.48550/ARXIV.2206.11834;A. Feder Cooper, Jonathan Frankle, Christopher De Sa;2022
10.48550/ARXIV.2210.03044;Mansheej Paul, Feng Chen, Brett W. Larsen, Jonathan Frankle, Surya Ganguli, Gintare Karolina Dziugaite;2022
10.48550/ARXIV.2210.13738;Tian Jin, Michael Carbin, Daniel M. Roy 0001, Jonathan Frankle, Gintare Karolina Dziugaite;2022
10.48550/ARXIV.2211.00683;Cody Blakeney, Jessica Zosa Forde, Jonathan Frankle, Ziliang Zong, Matthew L. Leavitt;2022
10.48550/ARXIV.2212.00291;Zachary Ankner, Alex Renda, Gintare Karolina Dziugaite, Jonathan Frankle, Tian Jin;2022
10.1109/CVPR46437.2021.01604;Tianlong Chen, Jonathan Frankle, Shiyu Chang, Sijia Liu 0001, Yang Zhang 0001, Michael Carbin, Zhangyang Wang;2021
;Jonathan Frankle, Gintare Karolina Dziugaite, Daniel Roy 0001, Michael Carbin;2021
;Jonathan Frankle, David J. Schwab, Ari S. Morcos;2021
;Rajiv Movva, Jonathan Frankle, Michael Carbin;2021
;Tiffany Vlaar, Jonathan Frankle;2021
;Jose Javier Gonzalez Ortiz, Jonathan Frankle, Mike Rabbat, Ari S. Morcos, Nicolas Ballas;2021
;Jonathan Frankle, David J. Schwab, Ari S. Morcos;2020
;Alex Renda, Jonathan Frankle, Michael Carbin;2020
;Jonathan Frankle, Gintare Karolina Dziugaite, Daniel M. Roy 0001, Michael Carbin;2020
;Davis W. Blalock, Jose Javier Gonzalez Ortiz, Jonathan Frankle, John V. Guttag;2020
;Tianlong Chen, Jonathan Frankle, Shiyu Chang, Sijia Liu 0001, Yang Zhang 0001, Zhangyang Wang, Michael Carbin;2020
;Jonathan Frankle, David J. Schwab, Ari S. Morcos;2020
;Jonathan Frankle, David J. Schwab, Ari S. Morcos;2020
;Alex Renda, Jonathan Frankle, Michael Carbin;2020
;Davis W. Blalock, Jose Javier Gonzalez Ortiz, Jonathan Frankle, John V. Guttag;2020
;Tianlong Chen, Jonathan Frankle, Shiyu Chang, Sijia Liu 0001, Yang Zhang 0001, Zhangyang Wang, Michael Carbin;2020
;Jonathan Frankle, Gintare Karolina Dziugaite, Daniel M. Roy 0001, Michael Carbin;2020
;Tiffany Tianhui Cai, Jonathan Frankle, David J. Schwab, Ari S. Morcos;2020
;Jonathan Frankle;2020
;Tianlong Chen, Jonathan Frankle, Shiyu Chang, Sijia Liu 0001, Yang Zhang 0001, Michael Carbin, Zhangyang Wang;2020
;Jonathan Frankle, Michael Carbin;2019
;Jonathan Frankle, Gintare Karolina Dziugaite, Daniel M. Roy 0001, Michael Carbin;2019
;Jonathan Frankle, David Bau;2019
;Jonathan Frankle, Gintare Karolina Dziugaite, Daniel M. Roy 0001, Michael Carbin;2019
;Jonathan Frankle, Sunoo Park, Daniel Shaar, Shafi Goldwasser, Daniel J. Weitzner;2018
;Jonathan Frankle, Michael Carbin;2018
;Jonathan Frankle, Sunoo Park, Daniel Shaar, Shafi Goldwasser, Daniel J. Weitzner;2018
10.1145/2837614.2837629;Jonathan Frankle, Peter-Michael Osera, David Walker, Steve Zdancewic;2016
;Jonathan Frankle;2015
10.1016/J.IPM.2021.102856;Tuukka Ruotsalo, Sean Weber, Krzysztof Z. Gajos;2022
10.1145/3491102.3517587;Zilin Ma, Krzysztof Z. Gajos;2022
10.1145/3490099.3511138;Krzysztof Z. Gajos, Lena Mamykina;2022
10.1145/3490099;Giulio Jacucci, Samuel Kaski, Cristina Conati, Simone Stumpf, Tuukka Ruotsalo, Krzysztof Gajos;2022
10.1145/3490100;Giulio Jacucci, Samuel Kaski, Cristina Conati, Simone Stumpf, Tuukka Ruotsalo, Krzysztof Gajos;2022
;Krzysztof Z. Gajos, Lena Mamykina;2022
10.1145/3449287;Zana Buçinca, Maja Barbara Malaya, Krzysztof Z. Gajos;2021
10.1145/3411764.3445507;Fritz Lekschas, Spyridon Ampanavos, Pao Siangliulue, Hanspeter Pfister, Krzysztof Z. Gajos;2021
;Fritz Lekschas, Spyridon Ampanavos, Pao Siangliulue, Hanspeter Pfister, Krzysztof Z. Gajos;2021
;Zana Buçinca, Maja Barbara Malaya, Krzysztof Z. Gajos;2021
10.1145/3377811.3380366;Jingmei Hu, Jiwon Joung, Maia Jacobs, Krzysztof Z. Gajos, Margo I. Seltzer;2020
10.1145/3377812.3390912;Jingmei Hu, Jiwon Joung, Maia Jacobs, Krzysztof Z. Gajos, Margo I. Seltzer;2020
10.1145/3401335.3401814;Vineet Pandey, Krzysztof Z. Gajos, Anoopum S. Gupta;2020
10.1145/3377325.3377523;Kenneth C. Arnold, Krysta Chauncey, Krzysztof Z. Gajos;2020
10.1145/3377325.3377498;Zana Buçinca, Phoebe Lin, Krzysztof Z. Gajos, Elena L. Glassman;2020
;Zana Buçinca, Phoebe Lin, Krzysztof Z. Gajos, Elena L. Glassman;2020
10.1016/J.ARTINT.2019.05.005;Ofra Amir, Barbara J. Grosz, Krzysztof Z. Gajos, Limor Gultchin;2019
10.1145/3359132;Bernd Huber, Stuart M. Shieber, Krzysztof Z. Gajos;2019
10.1145/3359261;Maia Jacobs, Galina Gheihman, Krzysztof Z. Gajos, Anoopum S. Gupta;2019
10.1145/3290605.3300309;Nam Wook Kim, Hyejin Im, Nathalie Henry Riche, Alicia Wang, Krzysztof Gajos, Hanspeter Pfister;2019
;Sunyoung Kim, Yasha Iravantchi, Krzysztof Gajos;2019
10.1145/3329189.3329203;Bernd Huber, Richard F. Davis III, Allison Cotter, Emily Junkin, Mindy Yard, Stuart M. Shieber, Elizabeth Brestan-Knight, Krzysztof Z. Gajos;2019
10.1145/3148051;Jacob O. Wobbrock, Krzysztof Z. Gajos, Shaun K. Kane, Gregg C. Vanderheiden;2018
10.1109/TLT.2018.2810197;Martina M. Moyne, Maxwell Herman, Krzysztof Z. Gajos, Conor J. Walsh, Donal P. Holland;2018
10.1145/3234695.3236360;Qisheng Li, Krzysztof Z. Gajos, Katharina Reinecke;2018
10.1145/3209811.3209871;Lahiru G. Jayatilaka, David M. Sengeh, Charles Herrmann, Luca F. Bertuccelli, Dimitrios Antos, Barbara J. Grosz, Krzysztof Z. Gajos;2018
;Kenneth C. Arnold, Krysta Chauncey, Krzysztof Z. Gajos;2018
10.1145/3131275;Nam Wook Kim, Zoya Bylinskii, Michelle A. Borkin, Krzysztof Z. Gajos, Aude Oliva, Frédo Durand, Hanspeter Pfister;2017
10.1145/3059454.3059455;Joel Chan, Pao Siangliulue, Denisa Qori McDonald, Ruixue Liu, Reza Moradinezhad, Safa Aman, Erin Treacy Solovey, Krzysztof Z. Gajos, Steven P. Dow;2017
10.1145/3025453.3025874;Marissa Burgermaster, Krzysztof Z. Gajos, Patricia G. Davidson, Lena Mamykina;2017
10.1145/3025453.3025553;Bernd Huber, Katharina Reinecke, Krzysztof Z. Gajos;2017
10.1145/2998181.2998197;Edith Law, Krzysztof Z. Gajos, Andrea Wiggins, Mary L. Gray, Alex C. Williams;2017
10.1145/3022198.3023267;Nigini Oliveira, Eunice Jun, Trevor Croxson, Krzysztof Z. Gajos, Katharina Reinecke;2017
10.1145/2909824.3020211;Serena Booth, James Tompkin 0001, Hanspeter Pfister, Jim Waldo, Krzysztof Gajos, Radhika Nagpal;2017
10.1145/3025171.3025192;Krzysztof Z. Gajos, Krysta Chauncey;2017
;Krzysztof Gajos, Jennifer Mankoff, Chris Harrison 0001;2017
10.1145/3131785;Krzysztof Gajos, Jennifer Mankoff, Chris Harrison 0001;2017
;Nam Wook Kim, Zoya Bylinskii, Michelle A. Borkin, Krzysztof Z. Gajos, Aude Oliva, Frédo Durand, Hanspeter Pfister;2017
;Ofra Amir, Barbara J. Grosz, Krzysztof Z. Gajos;2016
;Pao Siangliulue, Joel Chan, Kenneth C. Arnold, Bernd Huber, Steven P. Dow, Krzysztof Z. Gajos;2016
10.1145/2858036.2858144;Edith Law, Ming Yin, Joslin Goh, Kevin Chen, Michael A. Terry, Krzysztof Z. Gajos;2016
10.1145/2858036.2858560;Lena Mamykina, Thomas N. Smyth, Jill P. Dimond, Krzysztof Z. Gajos;2016
10.1145/2858036.2858239;Sharon Zhou, Ivy J. Livingston, Mark Schiefsky, Stuart M. Shieber, Krzysztof Z. Gajos;2016
10.1145/2818052.2874335;Pao Siangliulue, Joel Chan, Bernd Huber, Steven Dow, Krzysztof Z. Gajos;2016
;Ofra Amir, Barbara J. Grosz, Krzysztof Z. Gajos;2016
10.1145/2856767.2856792;Cheng-Zhi Anna Huang, David Duvenaud, Krzysztof Z. Gajos;2016
10.1145/2876034.2876042;Joseph Jay Williams, Juho Kim, Anna N. Rafferty, Samuel G. Maldonado, Krzysztof Z. Gajos, Walter S. Lasecki, Neil T. Heffernan;2016
10.1145/2935334.2935380;Sunyoung Kim, Krzysztof Z. Gajos, Michael J. Muller, Barbara J. Grosz;2016
10.1145/2984511.2984584;Kenneth C. Arnold, Krzysztof Z. Gajos, Adam Tauman Kalai;2016
10.1145/2984511.2984578;Pao Siangliulue, Joel Chan, Steven P. Dow, Krzysztof Z. Gajos;2016
10.1145/2757226.2757230;Pao Siangliulue, Joel Chan, Krzysztof Z. Gajos, Steven P. Dow;2015
10.1145/2702123.2702320;Ofra Amir, Barbara J. Grosz, Krzysztof Z. Gajos, Sonja M. Swenson, Lee M. Sanders;2015
10.1145/2702613.2732934;Nam Wook Kim, Zoya Bylinskii, Michelle A. Borkin, Aude Oliva, Krzysztof Z. Gajos, Hanspeter Pfister;2015
10.1145/2675133.2675246;Katharina Reinecke, Krzysztof Z. Gajos;2015
10.1145/2675133.2675239;Pao Siangliulue, Kenneth C. Arnold, Krzysztof Z. Gajos, Steven P. Dow;2015
10.1145/2675133.2675219;Sarah A. Weir, Juho Kim, Krzysztof Z. Gajos, Robert C. Miller;2015
10.1145/2724660.2728678;Na Li, Krzysztof Z. Gajos, Ken Nakayama, Ryan Enos;2015
10.1145/2815585.2815727;Kenneth C. Arnold, Krzysztof Z. Gajos;2015
;Ofra Amir, Barbara J. Grosz, Krzysztof Z. Gajos, Sonja M. Swenson, Lee M. Sanders;2014
10.1145/2556288.2556986;Juho Kim, Phu Tran Nguyen, Sarah A. Weir, Philip J. Guo, Robert C. Miller, Krzysztof Z. Gajos;2014
10.1145/2556288.2557052;Katharina Reinecke, Krzysztof Z. Gajos;2014
10.1145/2607023.2611454;Krzysztof Z. Gajos;2014
10.1145/2557500.2557544;Cheng-Zhi Anna Huang, David Duvenaud, Kenneth C. Arnold, Brenton Partridge, Josiah W. Oberholtzer, Krzysztof Z. Gajos;2014
10.1145/2557500.2557511;Louis Li, Krzysztof Z. Gajos;2014
10.1145/2556325.2566237;Juho Kim, Philip J. Guo, Daniel T. Seaton, Piotr Mitros, Krzysztof Z. Gajos, Robert C. Miller;2014
10.1145/2642918.2647389;Juho Kim, Philip J. Guo, Carrie J. Cai, Shang-Wen (Daniel) Li, Krzysztof Z. Gajos, Robert C. Miller;2014
10.1145/2642918.2647401;Juho Kim, Amy X. Zhang, Jihee Kim, Robert C. Miller, Krzysztof Z. Gajos;2014
10.1109/TVCG.2013.155;Michelle A. Borkin, Chelsea S. Yeh, Madelaine Boyd, Peter Macko, Krzysztof Z. Gajos, Margo I. Seltzer, Hanspeter Pfister;2013
10.1145/2468356.2479521;David R. Flatla, Katharina Reinecke, Carl Gutwin, Krzysztof Z. Gajos;2013
10.1145/2470654.2481283;David R. Flatla, Katharina Reinecke, Carl Gutwin, Krzysztof Z. Gajos;2013
10.1145/2468356.2468477;Juho Kim, Robert C. Miller, Krzysztof Z. Gajos;2013
10.1145/2470654.2470684;Steven Komarov, Katharina Reinecke, Krzysztof Z. Gajos;2013
10.1145/2468356.2479671;Katharina Reinecke, David R. Flatla, Erin Treacy Solovey, Carl Gutwin, Krzysztof Z. Gajos, Jeffrey Heer;2013
10.1145/2470654.2481281;Katharina Reinecke, Tom Yeh, Luke Miratrix, Rahmatri Mardiko, Yuechen Zhao, Jenny Liu, Krzysztof Z. Gajos;2013
10.1145/2441776.2441784;Katharina Reinecke, Minh Khoa Nguyen, Abraham Bernstein, Michael Näf, Krzysztof Z. Gajos;2013
;Edith Law, Conner Dalton, Nick Merrill, Albert Young, Krzysztof Z. Gajos;2013
10.1145/2090150.2090167;Krzysztof Z. Gajos, Amy Hurst, Leah Findlater;2012
10.1145/2207676.2208733;Krzysztof Gajos, Katharina Reinecke, Charles Herrmann;2012
10.1145/2207676.2207708;Haoqi Zhang, Edith Law, Rob Miller 0001, Krzysztof Gajos, David C. Parkes, Eric Horvitz;2012
10.1145/2141512.2141598;Juho Kim, Benjamin Malley, Joel Brandt, Mira Dontcheva, Diana M. Joseph, Krzysztof Z. Gajos, Robert C. Miller;2012
;Andrew Mao, Yiling Chen 0001, Krzysztof Z. Gajos, David C. Parkes, Ariel D. Procaccia, Haoqi Zhang;2012
10.1145/1952383.1952384;Jacob O. Wobbrock, Shaun K. Kane, Krzysztof Z. Gajos, Susumu Harada, Jon Froehlich;2011
10.1109/TVCG.2011.192;Michelle Borkin, Krzysztof Gajos, Amanda Peters Randles, Dimitrios Mitsouras, Simone Melchionna, Frank J. Rybicki, Charles L. Feldman, Hanspeter Pfister;2011
10.1145/1979742.1979589;Amy Hurst, Krzysztof Gajos, Leah Findlater, Jacob O. Wobbrock, Andrew Sears, Shari Trewin;2011
10.1145/1978942.1979006;Lahiru G. Jayatilaka, Luca F. Bertuccelli, James Staszewski, Krzysztof Z. Gajos;2011
10.1145/2047196.2047198;Jon Noronha, Eric Hysen, Haoqi Zhang, Krzysztof Z. Gajos;2011
10.1016/J.ARTINT.2010.05.005;Krzysztof Z. Gajos, Daniel S. Weld, Jacob O. Wobbrock;2010
10.1145/1837885.1837908;Eric Huang, Haoqi Zhang, David C. Parkes, Krzysztof Z. Gajos, Yiling Chen 0001;2010
10.1145/1866218.1866254;Lahiru G. Jayatilaka, Luca F. Bertuccelli, James Staszewski, Krzysztof Z. Gajos;2010
10.1609/AIMAG.V30I4.2268;Leah Findlater, Krzysztof Z. Gajos;2009
10.1145/1520340.1520396;Aaron Spaulding, Krzysztof Z. Gajos, Anthony Jameson, Per Ola Kristensson, Andrea Bunt, Will Haines;2009
10.1145/1361203.1361207;Jacob O. Wobbrock, Krzysztof Z. Gajos;2008
;Krzysztof Z. Gajos, Daniel S. Weld, Jacob O. Wobbrock;2008
10.1145/1357054.1357252;Krzysztof Z. Gajos, Katherine Everitt, Desney S. Tan, Mary Czerwinski, Daniel S. Weld;2008
10.1145/1357054.1357250;Krzysztof Z. Gajos, Jacob O. Wobbrock, Daniel S. Weld;2008
10.1145/1296843.1296847;Jacob O. Wobbrock, Krzysztof Z. Gajos;2007
10.1145/1294211.1294253;Krzysztof Z. Gajos, Jacob O. Wobbrock, Daniel S. Weld;2007
10.1145/1168987.1169036;Krzysztof Z. Gajos, Jing Jing Long, Daniel S. Weld;2006
10.1109/TWC.2022.3199415;Michal Yemini, Stephanie Gil, Andrea J. Goldsmith;2023
10.48550/ARXIV.2303.04075;Matthew Cavorsi, Orhan Eren Akgün, Michal Yemini, Andrea Goldsmith, Stephanie Gil;2023
10.1177/02783649221097989;Ninad Jadhav, Weiying Wang, Diana Zhang, Oussama Khatib, Swarun Kumar, Stephanie Gil;2022
10.1109/TRO.2021.3089033;Frederik Mallmann-Trenn, Matthew Cavorsi, Stephanie Gil;2022
10.1109/TRO.2021.3088054;Michal Yemini, Angelia Nedic, Andrea J. Goldsmith, Stephanie Gil;2022
10.1109/CDC51059.2022.9993343;Matthew Cavorsi, Ninad Jadhav, David Saldaña, Stephanie Gil;2022
10.1109/CDC51059.2022.9992416;Michal Yemini, Angelia Nedic, Stephanie Gil, Andrea J. Goldsmith;2022
10.1109/ICRA46639.2022.9812033;Matthew Cavorsi, Stephanie Gil;2022
10.1109/IROS47612.2022.9981230;Ninad Jadhav, Weiying Wang, Diana Zhang, Swarun Kumar, Stephanie Gil;2022
10.48550/ARXIV.2209.12285;Matthew Cavorsi, Orhan Eren Akgün, Michal Yemini, Andrea Goldsmith, Stephanie Gil;2022
10.48550/ARXIV.2210.01320;Weiying Wang, Anne Kemmeren, Daniel Son, Javier Alonso-Mora, Stephanie Gil;2022
10.48550/ARXIV.2212.02459;Michal Yemini, Angelia Nedic, Andrea J. Goldsmith, Stephanie Gil;2022
10.48550/ARXIV.2212.02661;Orhan Eren Akgün, Arif Kerem Dayi, Stephanie Gil, Angelia Nedic;2022
;Michal Yemini, Angelia Nedic, Andrea Goldsmith, Stephanie Gil;2021
;Ninad Jadhav, Weiying Wang, Diana Zhang, Swarun Kumar, Stephanie Gil;2021
;Michal Yemini, Stephanie Gil, Andrea J. Goldsmith;2021
10.1007/S10514-020-09916-X;Joseph DelPreto, Andres F. Salazar-Gomez, Stephanie Gil, Ramin M. Hasani, Frank H. Guenther, Daniela Rus;2020
10.1109/GLOBECOM42002.2020.9348131;Michal Yemini, Stephanie Gil, Andrea Goldsmith;2020
;Michal Yemini, Stephanie Gil, Andrea Goldsmith;2020
;Ninad Jadhav, Weiying Wang, Diana Zhang, Oussama Khatib, Swarun Kumar, Stephanie Gil;2020
;Frederik Mallmann-Trenn, Matthew Cavorsi, Stephanie Gil;2020
10.1109/LCSYS.2018.2853641;Stephanie Gil, Cenk Baykal, Daniela Rus;2019
10.1109/ICRA.2019.8793788;Thomas Wheeler, Ezhil Bharathi, Stephanie Gil;2019
10.1007/978-3-030-95459-8_51;Weiying Wang, Ninad Jadhav, Paul Vohs, Nathan Hughes, Mark Mazumder, Stephanie Gil;2019
;Weiying Wang, Ninad Jadhav, Paul Vohs, Nathan Hughes, Mark Mazumder, Stephanie Gil;2019
10.15607/RSS.2018.XIV.063;Joseph DelPreto, Andres F. Salazar-Gomez, Stephanie Gil, Ramin M. Hasani, Frank H. Guenther, Daniela Rus;2018
10.1007/S10514-017-9621-5;Stephanie Gil, Swarun Kumar, Mark Mazumder, Dina Katabi, Daniela Rus;2017
10.1109/ICRA.2017.7989777;Andres F. Salazar-Gomez, Joseph DelPreto, Stephanie Gil, Frank H. Guenther, Daniela Rus;2017
10.7287/PEERJ.PREPRINTS.2419V3;Shaiful Alam Chowdhury, Stephanie Gil, Stephen Romansky, Abram Hindle;2017
10.7287/PEERJ.PREPRINTS.2419V2;Shaiful Alam Chowdhury, Stephanie Gil, Stephen Romansky, Abram Hindle;2016
10.48550/ARXIV.2302.05590;Ran Canetti, Amos Fiat, Yannai A. Gonczarowski;2023
10.1007/S00446-021-00417-3;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses;2022
10.1016/J.GEB.2021.03.001;Moshe Babaioff, Yannai A. Gonczarowski, Noam Nisan;2022
10.48550/ARXIV.2209.13148;Yannai A. Gonczarowski, Ori Heffetz, Clayton Thomas;2022
10.48550/ARXIV.2212.08709;Yannai A. Gonczarowski, Clayton Thomas;2022
10.1145/3439722;Yannai A. Gonczarowski, S. Matthew Weinberg;2021
10.1145/3505156.3505160;Yannai A. Gonczarowski, Assaf Romm, Ran I. Shorrer;2021
;Yannai A. Gonczarowski, Nicole Immorlica, Yingkai Li, Brendan Lucier;2021
10.1145/3391403.3399554;Moshe Babaioff, Michal Feldman, Yannai A. Gonczarowski, Brendan Lucier, Inbal Talgam-Cohen;2020
10.1145/3391403.3399508;Ehsan Emamjomeh-Zadeh, Yannai A. Gonczarowski, David Kempe 0001;2020
10.1145/3391403.3399506;Yannai A. Gonczarowski, Scott Duke Kominers, Ran I. Shorrer;2020
10.1137/1.9781611975994.150;Moshe Babaioff, Kira Goldner, Yannai A. Gonczarowski;2020
;Ehsan Emamjomeh-Zadeh, Yannai A. Gonczarowski, David Kempe 0001;2020
;Moshe Babaioff, Michal Feldman, Yannai A. Gonczarowski, Brendan Lucier, Inbal Talgam-Cohen;2020
10.1016/J.GEB.2018.10.013;Yannai A. Gonczarowski, Noam Nisan, Rafail Ostrovsky, Will Rosenbaum;2019
10.1145/3328526.3329596;Moshe Babaioff, Yannai A. Gonczarowski, Assaf Romm;2019
10.1145/3328526.3329620;Yannai A. Gonczarowski, Noam Nisan, Lior Kovalio, Assaf Romm;2019
;Moshe Babaioff, Kira Goldner, Yannai A. Gonczarowski;2019
;Yannai A. Gonczarowski, Lior Kovalio, Noam Nisan, Assaf Romm;2019
;Yannai A. Gonczarowski, Scott Duke Kominers, Ran I. Shorrer;2019
;Yannai A. Gonczarowski;2018
10.1016/J.JET.2018.07.001;Itai Ashlagi, Yannai A. Gonczarowski;2018
10.1109/FOCS.2018.00047;Yannai A. Gonczarowski, S. Matthew Weinberg;2018
10.1145/3219166.3219203;Moshe Babaioff, Yang Cai 0001, Yannai A. Gonczarowski, Mingfei Zhao;2018
10.1145/3219166.3219187;Moshe Babaioff, Yannai A. Gonczarowski, Yishay Mansour, Shay Moran;2018
10.1145/3188745.3188786;Yannai A. Gonczarowski;2018
;Moshe Babaioff, Yang Cai 0001, Yannai A. Gonczarowski, Mingfei Zhao;2018
;Moshe Babaioff, Yannai A. Gonczarowski, Yishay Mansour, Shay Moran;2018
;Yannai A. Gonczarowski, S. Matthew Weinberg;2018
;Moshe Babaioff, Yannai A. Gonczarowski, Assaf Romm;2018
10.1145/3123766;Yannai A. Gonczarowski, Gustavo Fortes Tondello;2017
;Noga Alon, Moshe Babaioff, Yannai A. Gonczarowski, Yishay Mansour, Shay Moran, Amir Yehudayoff;2017
10.1145/3033274.3085104;Sophie Bade, Yannai A. Gonczarowski;2017
10.1145/3055399.3055426;Moshe Babaioff, Yannai A. Gonczarowski, Noam Nisan;2017
10.1145/3055399.3055427;Yannai A. Gonczarowski, Noam Nisan;2017
;Noga Alon, Moshe Babaioff, Yannai A. Gonczarowski, Yishay Mansour, Shay Moran, Amir Yehudayoff;2017
;Yannai A. Gonczarowski;2017
10.1145/2933057.2933120;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses;2016
10.1145/2940716.2940749;Yannai A. Gonczarowski, Moshe Tennenholtz;2016
;Moshe Babaioff, Yannai A. Gonczarowski, Noam Nisan;2016
;Sophie Bade, Yannai A. Gonczarowski;2016
;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses;2016
;Yannai A. Gonczarowski, Noam Nisan;2016
10.1137/1.9781611973730.68;Yannai A. Gonczarowski, Noam Nisan, Rafail Ostrovsky, Will Rosenbaum;2015
;Itai Ashlagi, Yannai A. Gonczarowski;2015
10.1145/2600057.2602840;Yannai A. Gonczarowski;2014
10.1007/978-3-662-45174-8_7;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses;2014
;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses;2014
;Yannai A. Gonczarowski, Noam Nisan, Rafail Ostrovsky, Will Rosenbaum;2014
;Yannai A. Gonczarowski, Moshe Tennenholtz;2014
;Yannai A. Gonczarowski, Moshe Tennenholtz;2014
10.37236/3267;Yannai A. Gonczarowski, Ehud Friedgut;2013
10.1145/2484239.2484280;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses;2013
;Yannai A. Gonczarowski, Yoram Moses;2013
;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses;2013
;Yannai A. Gonczarowski;2013
;Yannai A. Gonczarowski, Yoram Moses;2013
;Yannai A. Gonczarowski;2013
;Yannai A. Gonczarowski;2012
;Yannai A. Gonczarowski, Ehud Friedgut;2011
;Daniel Zhang, Saurabh Mishra, Erik Brynjolfsson, John Etchemendy, Deep Ganguli, Barbara J. Grosz, Terah Lyons, James Manyika, Juan Carlos Niebles, Michael Sellitto, Yoav Shoham, Jack Clark, C. Raymond Perrault;2021
10.1145/3406775;Margaret Bourdeaux, Mary L. Gray, Barbara J. Grosz;2020
;Sarah Keren, Haifeng Xu, Kofi Kwapong, David C. Parkes, Barbara J. Grosz;2020
10.24963/IJCAI.2020/321;Nicholas Hoernle, Kobi Gal, Barbara J. Grosz, Leilah Lyons, Ada Ren, Andee Rubin;2020
10.1609/AIMAG.V40I3.4814;Philip R. Cohen, Barbara J. Grosz, Candace L. Sidner, Liz Sonenberg, Matthew Johnson 0001, Alonso Vera;2019
10.1145/3330794;Barbara J. Grosz, David Gray Grant, Kate Vredenburgh, Jeff Behrends, Lily Hu, Alison Simmons, Jim Waldo;2019
;Nicholas Hoernle, Kobi Gal, Barbara J. Grosz, Leilah Lyons, Ada Ren, Andee Rubin;2019
10.1145/3198470;Barbara J. Grosz, Peter Stone;2018
10.1162/COLI_A_00313;Barbara J. Grosz;2018
;Daniel Y. Fu, Emily S. Wang, Peter M. Krafft, Barbara J. Grosz;2018
;Nicholas Hoernle, Ya akov Gal, Barbara J. Grosz, Pavlos Protopapas, Andee Rubin;2018
;Daniel Y. Fu, Emily S. Wang, Peter M. Krafft, Barbara J. Grosz;2018
;Barbara J. Grosz, David Gray Grant, Kate Vredenburgh, Jeff Behrends, Lily Hu, Alison Simmons, Jim Waldo;2018
;Barbara J. Grosz, Peter Stone;2018
;Avshalom Elmalech, Barbara J. Grosz;2017
10.1609/AIMAG.V37I4.2691;Christopher Amato, Ofra Amir, Joanna Bryson, Barbara J. Grosz, Bipin Indurkhya, Emre Kiciman, Takashi Kido, William F. Lawless, Miao Liu 0001, Braden McDorman, Ross Mead, Frans A. Oliehoek, Andrew Specian, Georgi Stojanov, Keiki Takadama;2016
10.1007/978-3-319-46840-2_5;Amulya Yadav, Hau Chan, Albert Xin Jiang, Eric Rice, Ece Kamar, Barbara J. Grosz, Milind Tambe;2016
;Amulya Yadav, Ece Kamar, Barbara J. Grosz, Milind Tambe;2016
;Ofra Amir, Ece Kamar, Andrey Kolobov, Barbara J. Grosz;2016
10.1007/S10458-014-9247-3;Avshalom Elmalech, David Sarne, Barbara J. Grosz;2015
10.1145/2847557.2847559;Eric Eaton, Tom Dietterich, Maria L. Gini, Barbara J. Grosz, Charles L. Isbell Jr., Subbarao Kambhampati, Michael L. Littman, Francesca Rossi, Stuart Russell 0001, Peter Stone, Toby Walsh, Michael J. Wooldridge;2015
10.1162/COLI_A_00235;Barbara J. Grosz, Eva Hajicová, Aravind K. Joshi;2015
10.1145/2702613.2732705;Sebastian Gehrmann, Lauren Urke, Ofra Amir, Barbara J. Grosz;2015
;Ofra Amir, Barbara J. Grosz, Roni Stern;2014
10.1007/S10458-012-9206-9;David Sarne, Barbara J. Grosz;2013
10.1016/J.ARTINT.2012.11.007;Ece Kamar, Ya akov (Kobi) Gal, Barbara J. Grosz;2013
;Ofra Amir, Barbara J. Grosz, Edith Law, Roni Stern;2013
;Barbara J. Grosz;2013
10.1016/J.ARTINT.2011.09.002;Ya akov Gal, Swapna Reddy, Stuart M. Shieber, Andee Rubin, Barbara J. Grosz;2012
